KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_DEADCAT_REW10,"This cat has been dead for a while... it won't be needing that fur anymore!

{catname} tears off its hide and repurposes it!
",,"Este gato lleva bastante tiempo muerto... ¡Ya no necesitará ese pelaje!

{catname} le saca el pellejo y le da un nuevo uso.
","Cela fait un bon moment que ce chat est mort... il n'aura plus besoin de sa fourrure&nbsp;!

{catname} lui arrache la peau et lui offre une deuxième vie&nbsp;!","Diese Katze ist schon seit einer Weile tot&nbsp;… Ihr Fell braucht sie wohl nicht mehr!

{catname} zieht ihr das Fell über die Ohren und macht etwas Nützliches daraus!
","Questo gatto è morto da un po' di tempo... non gli occorrerà più quella pelliccia!

{catname} gliela strappa e la riutilizza!","Esse gato já morreu faz tempo... ele não vai mais precisar desses pelos!

{catname} arranca sua pele e a reaproveita!",,,,"这只猫已经死了一段时间了……
它不再需要那身皮毛了！

{catname} 撕下它的皮并将之重新利用！
"
EVENT_DEADCAT_REW10_M,,,,,,,,,,,
EVENT_DEADCAT_REW10_F,,,,,,,,,,,
EVENT_DEADCAT_REW10_N,,,,,,,,,,,
EVENT_DEADCAT_REW11,"{catname} turns over the body. The body is infested with maggots!

The maggots spill out everywhere!",,"{catname} le da la vuelta al cadáver. ¡Está infestado de gusanos!

Estos se desparraman por todas partes.","{catname} retourne le cadavre. Il est infesté d'asticots&nbsp;!

Les asticots se répandent de partout&nbsp;!","{catname} dreht die Leiche um. Sie ist voller Maden!

Die Maden krabbeln in alle Richtungen!","{catname} rigira il corpo, che è infestato di larve!

Le larve si spargono dappertutto!","{catname} vira o corpo. Ele está infestado de larvas!

As larvas se espalham por toda parte!",,,,"{catname} 翻过尸体。尸体上满是蛆虫！

蛆虫撒得到处都是！"
EVENT_DEADCAT_REW11_M,,,,,,,,,,,
EVENT_DEADCAT_REW11_F,,,,,,,,,,,
EVENT_DEADCAT_REW11_N,,,,,,,,,,,
EVENT_DEADCAT_REW12,"{catname} turns over the body...

It was a trick! The cat snatches something from {catname}'s pockets and scurries away!
",,"{catname} le da la vuelta al cadáver...

¡Era una trampa! El gato coge algo del bolsillo de {catname} y se va corriendo.
","{catname} retourne le cadavre...

C'est un piège&nbsp;! Le chat vole quelque chose sur {catname} et part à toute allure&nbsp;!","{catname} dreht die Leiche um&nbsp;…

Es war eine Falle! Die Katze schnappt sich etwas aus den Taschen von {catname} und flitzt davon!
","{catname} rigira il corpo...

Era un tranello! Il gatto afferra qualcosa dalle tasche di {catname} e fugge via!","{catname} vira o corpo...

Era uma armadilha! O gato pega algo dos bolsos de {catname} e sai correndo!",,,,"{catname} 翻过尸体……

是个诡计！那只猫从 {catname} 的口袋里抢走了什么东西，
然后溜走了！
"
EVENT_DEADCAT_REW12_M,,,,,,,,,,,
EVENT_DEADCAT_REW12_F,,,,,,,,,,,
EVENT_DEADCAT_REW12_N,,,,,,,,,,,
EVENT_DEADCAT_REW13,"{catname} turns over the body only to see {his} own face staring back at {him}!

{catname}'s hair stands up on end as a chill goes down {his} spine...",,"{catname} le da la vuelta al cadáver ¡y ve su propia cara devolviéndole la mirada!

Se le ponen los pelos de punta y un escalofrío le recorre el cuerpo.","{catname} retourne le cadavre, mais ce dernier arbore son visage&nbsp;!

Un frisson lui parcourt la colonne et lui fait hérisser les poils...","{catname} dreht die Leiche um und stellt entsetzt fest, dass {his} eigenes Gesicht zurückstarrt!

{catname}{His}e Nackenhaare stellen sich auf und ein Schauer läuft über {his}en Rücken&nbsp;…",,"{catname} vira o corpo e vê seu próprio rosto olhando de volta!

Os pelos de {catname} se eriçam enquanto um arrepio percorre sua espinha...",,,,"{catname} 翻过尸体，却看到一张自己的脸正盯着{him}！

{catname} 毛骨悚然，
一股寒意顺着脊梁骨流下……"
EVENT_DEADCAT_REW13_M,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, un brivido gli attraversa la schiena...",,,,,
EVENT_DEADCAT_REW13_F,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, un brivido le attraversa la schiena...",,,,,
EVENT_DEADCAT_REW13_N,,,,,,"{catname} rigira il corpo del gatto, e si trova davanti il suo stesso volto!

I peli di {catname} si drizzano, mentre un brivido attraversa la sua schiena...",,,,,
EVENT_BONEPILE_NAME,Bone Pile,,Pila de huesos,Tas d'os,Knochenhaufen,Pila d'Ossa,Pilha de Ossos,,,,白骨堆
EVENT_BONEPILE_QUES,Bones from some long-dead creature lie piled on the ground in front of {catname}.,updated ✔️,En el suelo frente a {catname} están apilados los huesos de alguna criatura que murió hace mucho.,Les os d'une créature morte depuis bien longtemps sont empilés par terre devant {catname}.,Knochen einer lange verendeten Kreatur liegen vor {catname} auf dem Boden.,Le ossa di una creatura morta da molto tempo giacciono sul terreno di fronte a {catname}.,Ossos de alguma criatura morta há muito tempo estão empilhados no chão em frente a {catname}.,,,,"某种早已死去的生物的骨头堆积在 {catname} 面前的地面上。
"
EVENT_BONEPILE_QUES_M,,,,,,,,,,,
EVENT_BONEPILE_QUES_F,,,,,,,,,,,
EVENT_BONEPILE_QUES_N,,,,,,,,,,,
EVENT_BONEPILE_REW1,"{catname} rummages through the bones, looking for anything useful...
",,"{catname} rebusca entre los huesos en busca de algo que pueda serle útil...
",{catname} fouille les os à la recherche de quelque chose d'utile...,"{catname} durchwühlt die Knochen auf der Suche nach etwas Nützlichem&nbsp;…
","{catname} fruga tra le ossa, in cerca di qualcosa di utile...","{catname} vasculha os ossos, procurando por algo útil...",,,,"{catname} 在骨头堆里翻找，
寻找任何有用的东西……
"
EVENT_BONEPILE_REW1_M,,,,,,,,,,,
EVENT_BONEPILE_REW1_F,,,,,,,,,,,
EVENT_BONEPILE_REW1_N,,,,,,,,,,,
EVENT_BONEPILE_REW2,"{catname} sifts through the pile of bones, hunting for something useful...
",,"{catname} escudriña los huesos por si encuentra algo que pueda serle útil...
",{catname} fouille le tas d'os à la recherche de quelque chose d'utile...,"{catname} durchwühlt die Knochen auf der Jagd nach etwas Nützlichem&nbsp;…
","{catname} setaccia tra le ossa, a caccia di qualcosa di utile...","{catname} vasculha a pilha de ossos, à procura de algo útil...",,,,"{catname} 在骨堆中筛选，
搜寻有用的东西……
"
EVENT_BONEPILE_REW2_M,,,,,,,,,,,
EVENT_BONEPILE_REW2_F,,,,,,,,,,,
EVENT_BONEPILE_REW2_N,,,,,,,,,,,
EVENT_BONEPILE_REW3,"{catname} approaches the bones, reaching out to touch them...

Rattling and clicking, the bones reassemble into a skeletal monster!",,"{catname} se acerca a los huesos y se dispone a tocarlos...

Con chasquidos y castañeteos, ¡los huesos forman un monstruo esquelético!","{catname} s'approche des os, tendant la patte pour les toucher...

Mais soudainement, ils s'entrechoquent et se frottent bruyamment, puis forment un monstre squelettique&nbsp;!","{catname} nähert sich den Knochen und will sie gerade berühren&nbsp;…

Als sie anfangen zu klappern und sich plötzlich zu einem Skelettmonster zusammensetzen!","{catname} si avvicina alle ossa, si allunga per toccarle...

Rantolando e scricchiolando, le ossa si riassemblano trasformandosi in un mostro scheletrico!","{catname} se aproxima dos ossos, estendendo a pata para tocá-los...

Com diversos estalos, os ossos se remontam e formam um monstro esquelético!",,,,"{catname} 靠近骨头，伸手去碰它们……

伴随着咔哒咔哒的声音，
骨头重组成了一个骷髅怪物！"
EVENT_BONEPILE_REW3_M,,,,,,,,,,,
EVENT_BONEPILE_REW3_F,,,,,,,,,,,
EVENT_BONEPILE_REW3_N,,,,,,,,,,,
EVENT_BONEPILE_REW4,"{catname} sees something staring back at {him} from inside the skull's eyeless sockets.

{catname} stares back at it, unblinking, for what seems like years as terror envelops {his} mind with an iron grip...",,"{catname} ve que algo le devuelve la mirada desde las cuencas vacías de la calavera.

{catname} aguanta la mirada sin parpadear durante lo que parecen ser años mientras el terror atenaza su mente con fuerza...","{catname} voit que quelque chose l'observe à travers les orbites vides du crâne.

{catname} plonge son regard à l'intérieur, sans cligner des yeux, pendant ce qui lui semble être des années, puis un sentiment de terreur s'empare de son esprit avec une main de fer...","Etwas starrt {catname} aus den pechschwarzen Augenhöhlen des Schädels an.

{catname} starrt zurück und wagt es nicht zu blinzeln. Jahre scheinen vergehen und in {his}em Kopf bleibt nichts als blanker Horror&nbsp;…",,"{catname} vê algo lhe encarando de dentro das órbitas vazias do crânio.

{catname} encara a coisa, sem piscar, por um tempo que parece uma eternidade, enquanto o terror envolve sua mente como um grilhão...",,,,"{catname} 看到有什么东西正从头骨那空洞的眼窝里回盯着{him}。

{catname} 不眨眼地回视着它，仿佛过了好几年，
恐惧如铁钳般紧紧攫住了心智…
…"
EVENT_BONEPILE_REW4_M,,,,,,"{catname} nota qualcosa che lo osserva dalle orbite vuote del teschio...

{catname} ricambia lo sguardo, senza battere gli occhi, per quelli che sembrano anni. Il terrore gli avviluppa la mente con una presa di ferro...",,,,,
EVENT_BONEPILE_REW4_F,,,,,,"{catname} nota qualcosa che la osserva dalle orbite vuote del teschio...

{catname} ricambia lo sguardo, senza battere gli occhi, per quelli che sembrano anni. Il terrore le avviluppa la mente con una presa di ferro...",,,,,
EVENT_BONEPILE_REW4_N,,,,,,"{catname} nota qualcosa che osserva dalle orbite vuote del teschio...

{catname} ricambia lo sguardo, senza battere gli occhi, per quelli che sembrano anni. Il terrore avviluppa la sua mente con una presa di ferro...",,,,,
EVENT_BONEPILE_REW5,"{catname} cracks open the bones, exposing the moist, red and juicy marrow within.
",,"{catname} parte los huesos para dejar al descubierto el tuétano rojo y suculento de su interior.
","{catname} brise les os, pour exposer la moelle rouge et juteuse à l'intérieur.","{catname} bricht die Knochen auf und legt das wunderbar feuchte, rote und saftige Knochenmark im Inneren zutage.
","{catname} squarcia le ossa rivelando l'umido, rosso e succoso midollo all'interno.","{catname} abre os ossos, expondo a medula úmida, vermelha e suculenta em seu interior.",,,,"{catname} 敲开骨头，露出里面湿润、
红色且多汁的骨髓。
"
EVENT_BONEPILE_REW5_M,,,,,,,,,,,
EVENT_BONEPILE_REW5_F,,,,,,,,,,,
EVENT_BONEPILE_REW5_N,,,,,,,,,,,
EVENT_BONEPILE_REW6,"{catname} trips and lands among the sharp, jagged bones.
",,"{catname} tropieza y cae entre los huesos puntiagudos y afilados.
",{catname} trébuche et tombe sur des os coupants et dentelés.,"{catname} rutscht aus und landet auf den spitzen, gezackten Knochen.
",{catname} inciampa e cade sulle ossa appuntite e seghettate.,{catname} tropeça e cai entre os ossos afiados e irregulares.,,,,"{catname} 绊倒了，跌落在锋利、
参差不齐的骨头之间。
"
EVENT_BONEPILE_REW6_M,,,,,,,,,,,
EVENT_BONEPILE_REW6_F,,,,,,,,,,,
EVENT_BONEPILE_REW6_N,,,,,,,,,,,
EVENT_BONEPILE_REW7,"{catname} tries to break a particularly large bone, but it snaps back on {him}, breaking {his} arm!
",,"{catname} intenta romper un hueso especialmente grande, pero este rebota ¡y le rompe la pata!
","{catname} tente de briser un os particulièrement gros, mais ce dernier revient vers {him} d'un coup et lui claque dessus, lui cassant la patte&nbsp;!","{catname} versucht einen besonders großen Knochen zu zerbrechen, doch {his} Plan schlägt fehl und {he} bricht sich den Arm!
",,"{catname} tenta quebrar um osso particularmente grande, mas ele ricocheteia e quebra seu braço!",,,,"{catname} 试图折断一根特别大的骨头，
但它反弹到了{him}身上，打断了手臂！

"
EVENT_BONEPILE_REW7_M,,,,,,"{catname} cerca di spezzare un osso particolarmente grande, ma quello gli si ritorce contro rompendogli una zampa!",,,,,
EVENT_BONEPILE_REW7_F,,,,,,"{catname} cerca di spezzare un osso particolarmente grande, ma quello le si ritorce contro rompendole una zampa!",,,,,
EVENT_BONEPILE_REW7_N,,,,,,"{catname} cerca di spezzare un osso particolarmente grande, ma quello si ritorce contro rompendo la sua zampa!",,,,,
EVENT_BONEPILE_REW8,"{catname} assembles some of the bones into makeshift equipment!
",,"{catname} aprovecha algunos de los huesos para fabricar equipo improvisado.
",{catname} se sert de certains des os pour se fabriquer un équipement de fortune&nbsp;!,"{catname} baut die Knochen zu einem behelfsmäßigem Ausrüstungsstück zusammen!
",{catname} utilizza alcune delle ossa per costruire dell'equipaggiamento di fortuna!,{catname} junta alguns ossos para improvisar equipamentos!,,,,"{catname} 将一些骨头组装成了临时装备！
"
EVENT_BONEPILE_REW8_M,,,,,,,,,,,
EVENT_BONEPILE_REW8_F,,,,,,,,,,,
EVENT_BONEPILE_REW8_N,,,,,,,,,,,
EVENT_BONEPILE_REW9,"An ominous noise comes from the bones as wind passes through them…

{catname} hears a terrible cracking sound as {his} leg snaps in half!
",,"Los huesos emiten un sonido siniestro cuando el viento pasa a través de ellos.

¡La pata de {catname} se parte en dos con un chasquido horrible!
","Un bruit menaçant s'élève des os au moment où le vent passe à travers...

{catname} entend un horrible bruit de craquement et sa patte se brise en deux&nbsp;!","Der Wind verursacht eine unheilvolle Melodie, als er durch die Knochen rauscht&nbsp;…

{catname} hört ein besonders schreckliches Knacken, als {his} Bein entzweibricht!
",,"Um ruído sinistro vem dos ossos quando o vento passa por eles…

{catname} ouve um estalo terrível quando sua perna se parte ao meio!",,,,"当风吹过骨头时，
发出了不祥的声音……

{catname} 听到一声可怕的断裂声，
腿断成了两截！
"
EVENT_BONEPILE_REW9_M,,,,,,"Un rumore minaccioso si solleva dalle ossa mentre il vento le attraversa...

{catname} sente un terribile suono scricchiolante mentre la zampa gli si rompe a metà!",,,,,
EVENT_BONEPILE_REW9_F,,,,,,"Un rumore minaccioso si solleva dalle ossa mentre il vento le attraversa...

{catname} sente un terribile suono scricchiolante mentre la zampa le si rompe a metà!",,,,,
EVENT_BONEPILE_REW9_N,,,,,,"Un rumore minaccioso si solleva dalle ossa mentre il vento le attraversa...

{catname} sente un terribile suono scricchiolante mentre la sua zampa si rompe a metà!",,,,,
EVENT_BONEPILE_REW10,"{catname} contorts as {his} bones vibrate painfully within {his} body...

Multiple bones shatter, and {catname} collapses to the ground, screaming in agony!
",,"{catname} se contorsiona de dolor cuando sus huesos empiezan a vibrar dentro de su cuerpo.

Se le rompen varios, y {catname} se derrumba mientras profiere gritos agónicos.
","{catname} se contorsionne, car les os de son corps vibrent douloureusement...

De nombreux os se brisent, puis {catname} tombe au sol en poussant un hurlement d'agonie&nbsp;!","{catname} zuckt vor Schmerzen zusammen, während {his}e Knochen in {his}em Körper vibrieren und pochen&nbsp;…

Mehrere von ihnen zerspringen und {catname} bricht mit einem qualvollen Schrei am Boden zusammen!
","{catname} si contorce, mentre le ossa vibrano dolorosamente all'interno del suo corpo...

Diverse ossa vanno in frantumi, e {catname} collassa al suolo, urlando agonizzante!","{catname} se contorce enquanto seus ossos vibram dolorosamente dentro de seu corpo...

Vários ossos se estilhaçam e {catname} cai no chão, gritando de agonia!",,,,"{catname} 扭曲着身体，
因为体内的
骨头痛苦地振动着……

多根骨头碎裂，{catname} 倒在地上，
痛苦地尖叫！
"
EVENT_BONEPILE_REW10_M,,,,,,,,,,,
EVENT_BONEPILE_REW10_F,,,,,,,,,,,
EVENT_BONEPILE_REW10_N,,,,,,,,,,,
EVENT_GUTPILE_NAME,Gut Pile,updated ✔️,Pila de vísceras,Tas de boyaux,Eingeweidehaufen,Pila di Interiora,Pilha de Intestinos,,,,内脏堆
EVENT_GUTPILE_QUES,"{catname} finds a grotesque mound of guts heaped into a large pile...

What a strange sight!",,"{catname} encuentra una gran pila de vísceras.

¡Qué hallazgo tan grotesco y extraño!","{catname} trouve un grotesque amoncellement de boyaux formant un gros tas...

C'est très curieux&nbsp;!","{catname} findet einen grotesken Haufen verstreuter Eingeweide&nbsp;…

Was für ein Anblick!","{catname} trova un cumulo grottesco di interiora ammassate in una grossa pila...

Che fatto bizzarro!","{catname} encontra um monte grotesco de vísceras amontoadas em uma grande pilha...

Que visão estranha!",,,,"{catname} 发现了一堆怪诞的内脏堆成的
大堆……

真是奇怪的景象！"
